Number of routes:,2
Number of unassigned:,30

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
42,33,32,25,1,2
22,28,52,34,1,2
45,30,30,57,1,2
96,60,80,72,0,2
70,95,30,75,0,2
74,53,35,83,1,2
3,42,66,103,1,2
66,47,35,104,1,2
24,25,50,105,1,2
47,30,35,106,1,2
71,95,35,106,0,2
15,20,80,106,0,2
33,8,40,115,1,2
65,48,40,115,1,2
82,75,55,116,0,2
29,20,50,137,1,2
58,38,5,144,0,2
57,40,15,161,1,2
51,25,30,178,1,2
37,2,40,184,0,2
76,90,35,188,0,2
79,87,30,193,0,2
18,15,75,200,0,2
78,88,35,221,0,2
72,53,30,234,1,2
31,10,35,248,0,2
11,35,69,254,1,2
19,15,80,257,1,2
97,60,85,287,0,2
46,30,32,288,1,2
48,28,30,304,1,2
50,26,32,355,1,2
94,65,82,355,0,2
44,32,30,372,1,2
53,44,5,386,1,2
67,47,40,388,1,2
92,67,85,388,0,2
32,10,40,396,1,2
5,42,65,445,1,2
28,23,55,447,1,2
98,58,75,468,1,2
