Number of routes:,3
Number of unassigned:,8

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
89,63,58,4,1,3
18,15,75,11,1,3
40,35,30,13,1,3
20,30,50,33,1,3
49,28,35,45,1,3
3,42,66,45,1,3
55,42,15,51,1,3
15,20,80,54,1,3
73,92,30,93,0,3
41,35,32,111,1,3
33,8,40,114,1,3
60,35,5,118,0,3
47,30,35,119,1,3
21,30,52,128,1,3
86,66,55,130,1,3
76,90,35,142,1,3
26,25,55,157,1,3
25,25,52,168,1,3
81,85,35,181,0,3
72,53,30,195,1,3
90,60,55,215,1,3
77,88,30,220,1,3
95,62,80,257,1,3
52,25,35,264,1,3
29,20,50,272,1,3
98,58,75,296,0,3
69,45,35,299,1,3
50,26,32,309,1,3
83,72,55,318,1,3
82,75,55,342,1,3
44,32,30,348,1,3
48,28,30,350,1,3
30,20,55,358,1,3
58,38,5,373,1,3
79,87,30,402,1,3
84,70,58,423,1,3
66,47,35,424,1,3
85,68,60,443,1,3
64,48,30,478,1,3
