Number of routes:,3
Number of unassigned:,8

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
12,25,85,1,1,3
84,70,58,3,1,3
7,40,66,6,1,3
33,8,40,15,1,3
56,40,5,20,0,3
11,35,69,46,1,3
35,5,35,47,0,3
89,63,58,49,1,3
66,47,35,65,1,3
36,5,45,91,1,3
31,10,35,98,1,3
39,0,45,100,1,3
53,44,5,103,1,3
15,20,80,124,1,3
3,42,66,131,1,3
6,40,69,135,1,3
60,35,5,156,0,3
82,75,55,186,1,3
75,45,65,201,1,3
32,10,40,218,1,3
27,23,52,233,1,3
26,25,55,260,1,3
41,35,32,273,1,3
54,42,10,331,1,3
44,32,30,354,1,3
19,15,80,362,1,3
48,28,30,363,1,3
20,30,50,367,1,3
50,26,32,370,1,3
71,95,35,395,0,3
25,25,52,415,1,3
9,38,70,447,1,3
8,38,68,461,1,3
51,25,30,462,1,3
98,58,75,469,1,3
74,53,35,478,1,3
