Number of routes:,3
Number of unassigned:,10

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
40,35,30,15,1,3
10,35,66,25,1,3
12,25,85,31,1,3
3,42,66,76,1,3
62,50,35,90,1,3
99,55,80,92,1,3
70,95,30,98,0,3
68,45,30,100,1,3
69,45,35,107,1,3
6,40,69,127,1,3
38,0,40,149,1,3
27,23,52,151,1,3
57,40,15,152,1,3
5,42,65,167,1,3
43,33,35,170,1,3
71,95,35,179,0,3
13,22,75,192,1,3
92,67,85,200,0,3
66,47,35,223,1,3
89,63,58,229,1,3
28,23,55,239,1,3
15,20,80,271,1,3
79,87,30,287,1,3
80,85,25,292,1,3
58,38,5,310,0,3
8,38,68,316,1,3
31,10,35,325,1,3
25,25,52,337,1,3
51,25,30,351,1,3
84,70,58,385,1,3
100,55,85,389,1,3
91,60,60,420,1,3
77,88,30,420,0,3
54,42,10,433,1,3
1,45,68,469,1,3
