Number of routes:,1
Number of unassigned:,46

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
17,18,75,3,0,1
46,30,32,17,0,1
1,45,68,20,1,1
77,88,30,23,0,1
56,40,5,84,0,1
53,44,5,90,0,1
16,20,85,93,0,1
73,92,30,106,0,1
9,38,70,125,1,1
6,40,69,126,1,1
15,20,80,130,0,1
43,33,35,148,1,1
59,38,15,160,0,1
91,60,60,164,0,1
98,58,75,176,0,1
44,32,30,186,1,1
22,28,52,189,1,1
20,30,50,193,1,1
24,25,50,196,1,1
12,25,85,202,0,1
82,75,55,224,0,1
62,50,35,227,1,1
99,55,80,243,0,1
34,8,45,298,1,1
31,10,35,299,0,1
27,23,52,300,1,1
19,15,80,304,0,1
30,20,55,320,1,1
80,85,25,320,0,1
97,60,85,329,0,1
21,30,52,354,1,1
35,5,35,372,0,1
40,35,30,422,1,1
52,25,35,429,1,1
72,53,30,434,1,1
57,40,15,436,0,1
5,42,65,456,0,1
45,30,30,473,0,1
33,8,40,479,0,1
