Number of routes:,3
Number of unassigned:,12

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
72,53,30,1,1,3
57,40,15,20,1,3
60,35,5,38,1,3
29,20,50,43,1,3
34,8,45,50,1,3
59,38,15,51,1,3
65,48,40,71,1,3
78,88,35,75,0,3
64,48,30,77,1,3
89,63,58,87,1,3
58,38,5,95,1,3
17,18,75,105,0,3
97,60,85,117,1,3
2,45,70,120,1,3
37,2,40,125,0,3
7,40,66,154,1,3
77,88,30,154,0,3
88,65,60,156,1,3
10,35,66,168,1,3
30,20,55,174,1,3
4,42,68,203,1,3
45,30,30,209,1,3
32,10,40,248,1,3
71,95,35,248,0,3
1,45,68,258,1,3
52,25,35,264,1,3
12,25,85,270,1,3
75,45,65,270,1,3
8,38,68,293,1,3
85,68,60,296,1,3
90,60,55,299,1,3
13,22,75,317,1,3
33,8,40,338,1,3
73,92,30,348,0,3
82,75,55,372,1,3
74,53,35,375,1,3
23,28,55,382,1,3
81,85,35,409,1,3
69,45,35,419,1,3
