Number of routes:,4
Number of unassigned:,4

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
4,42,68,6,1,4
51,25,30,16,1,4
74,53,35,16,1,4
73,92,30,31,0,4
49,28,35,43,1,4
83,72,55,47,1,4
35,5,35,48,1,4
88,65,60,54,1,4
72,53,30,57,1,4
93,65,85,59,1,4
70,95,30,61,1,4
38,0,40,95,1,4
71,95,35,95,0,4
29,20,50,96,1,4
90,60,55,106,1,4
22,28,52,106,1,4
34,8,45,151,1,4
1,45,68,159,1,4
9,38,70,161,1,4
53,44,5,175,1,4
6,40,69,188,1,4
8,38,68,231,1,4
98,58,75,232,1,4
43,33,35,237,1,4
67,47,40,254,1,4
77,88,30,255,1,4
42,33,32,271,1,4
84,70,58,278,1,4
27,23,52,291,1,4
76,90,35,296,1,4
46,30,32,315,1,4
12,25,85,319,1,4
66,47,35,330,1,4
23,28,55,335,1,4
97,60,85,361,1,4
62,50,35,381,1,4
48,28,30,400,1,4
2,45,70,406,1,4
18,15,75,447,1,4
54,42,10,468,1,4
75,45,65,479,1,4
