Number of routes:,3
Number of unassigned:,10

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
61,50,30,26,1,3
92,67,85,41,1,3
51,25,30,46,1,3
79,87,30,72,0,3
35,5,35,77,1,3
42,33,32,98,1,3
31,10,35,135,1,3
43,33,35,167,1,3
44,32,30,169,1,3
21,30,52,199,1,3
84,70,58,199,1,3
87,65,55,202,1,3
72,53,30,217,1,3
12,25,85,218,0,3
33,8,40,225,1,3
24,25,50,275,1,3
57,40,15,280,1,3
100,55,85,285,1,3
5,42,65,304,1,3
64,48,30,312,1,3
60,35,5,325,1,3
50,26,32,366,1,3
58,38,5,369,1,3
22,28,52,379,1,3
40,35,30,403,1,3
3,42,66,410,1,3
77,88,30,432,0,3
73,92,30,437,0,3
1,45,68,439,1,3
48,28,30,451,1,3
41,35,32,464,1,3
96,60,80,476,0,3
83,72,55,479,1,3
