Number of routes:,3
Number of unassigned:,12

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
59,38,15,6,1,3
88,65,60,15,1,3
91,60,60,25,1,3
56,40,5,34,1,3
71,95,35,70,0,3
97,60,85,75,0,3
53,44,5,78,1,3
50,26,32,81,1,3
79,87,30,95,0,3
32,10,40,97,1,3
12,25,85,102,0,3
40,35,30,115,1,3
36,5,45,126,1,3
24,25,50,157,1,3
86,66,55,195,1,3
51,25,30,207,1,3
68,45,30,212,1,3
43,33,35,213,1,3
41,35,32,215,1,3
48,28,30,237,1,3
5,42,65,240,1,3
3,42,66,247,1,3
82,75,55,252,1,3
47,30,35,276,1,3
74,53,35,282,1,3
15,20,80,291,1,3
87,65,55,291,1,3
27,23,52,304,1,3
67,47,40,329,1,3
28,23,55,337,1,3
77,88,30,351,0,3
96,60,80,352,1,3
21,30,52,364,1,3
100,55,85,371,1,3
42,33,32,384,1,3
45,30,30,408,1,3
16,20,85,424,1,3
19,15,80,428,1,3
1,45,68,450,1,3
17,18,75,474,0,3
