Number of routes:,5
Number of unassigned:,6

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
67,47,40,6,1,5
2,45,70,26,1,5
72,53,30,30,1,5
86,66,55,35,1,5
91,60,60,39,1,5
21,30,52,42,1,5
6,40,69,56,1,5
5,42,65,61,1,5
79,87,30,62,1,5
31,10,35,62,1,5
40,35,30,76,1,5
20,30,50,77,1,5
7,40,66,90,1,5
59,38,15,93,1,5
44,32,30,105,1,5
12,25,85,105,1,5
54,42,10,106,1,5
78,88,35,107,0,5
30,20,55,120,1,5
35,5,35,126,1,5
39,0,45,128,1,5
49,28,35,134,1,5
3,42,66,166,1,5
71,95,35,199,0,5
28,23,55,213,1,5
94,65,82,216,1,5
23,28,55,225,1,5
57,40,15,233,1,5
43,33,35,237,1,5
34,8,45,239,1,5
76,90,35,250,1,5
22,28,52,252,1,5
84,70,58,264,1,5
63,50,40,285,1,5
33,8,40,331,1,5
9,38,70,355,1,5
77,88,30,383,1,5
37,2,40,403,1,5
10,35,66,419,1,5
93,65,85,447,0,5
60,35,5,454,1,5
55,42,15,471,1,5
