Number of routes:,1
Number of unassigned:,30

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
89,63,58,4,1,1
55,42,15,14,0,1
50,26,32,44,0,1
72,53,30,47,1,1
65,48,40,59,1,1
19,15,80,59,0,1
54,42,10,63,1,1
2,45,70,63,0,1
73,92,30,86,0,1
77,88,30,130,0,1
70,95,30,140,0,1
23,28,55,161,1,1
84,70,58,173,1,1
12,25,85,206,0,1
39,0,45,219,0,1
36,5,45,240,0,1
64,48,30,247,1,1
51,25,30,258,0,1
86,66,55,270,0,1
61,50,30,278,1,1
14,22,85,306,0,1
81,85,35,329,0,1
99,55,80,376,1,1
82,75,55,398,0,1
8,38,68,416,1,1
5,42,65,439,1,1
21,30,52,464,1,1
