Number of routes:,1
Number of unassigned:,40

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
20,30,50,2,1,1
39,0,45,11,0,1
65,48,40,17,1,1
71,95,35,32,0,1
40,35,30,52,1,1
54,42,10,68,0,1
10,35,66,76,1,1
92,67,85,83,0,1
4,42,68,96,1,1
15,20,80,100,0,1
36,5,45,126,0,1
3,42,66,136,1,1
43,33,35,136,1,1
90,60,55,139,0,1
60,35,5,139,0,1
24,25,50,148,1,1
34,8,45,150,0,1
57,40,15,163,1,1
53,44,5,196,0,1
83,72,55,236,0,1
51,25,30,247,0,1
9,38,70,263,1,1
29,20,50,266,1,1
84,70,58,267,0,1
49,28,35,300,1,1
46,30,32,337,1,1
73,92,30,343,0,1
97,60,85,384,0,1
66,47,35,417,1,1
31,10,35,422,0,1
14,22,85,425,0,1
86,66,55,433,0,1
52,25,35,437,1,1
33,8,40,473,0,1
32,10,40,475,0,1
