Number of routes:,4
Number of unassigned:,8

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
68,45,30,13,1,4
71,95,35,13,1,4
38,0,40,17,1,4
100,55,85,24,1,4
97,60,85,56,1,4
96,60,80,68,1,4
16,20,85,80,0,4
80,85,25,87,0,4
94,65,82,92,1,4
63,50,40,93,1,4
74,53,35,94,1,4
49,28,35,102,1,4
1,45,68,112,1,4
6,40,69,116,1,4
7,40,66,142,1,4
23,28,55,143,1,4
70,95,30,146,0,4
90,60,55,159,1,4
45,30,30,176,1,4
92,67,85,194,1,4
26,25,55,206,1,4
12,25,85,223,1,4
99,55,80,280,1,4
88,65,60,291,1,4
56,40,5,293,1,4
48,28,30,303,1,4
59,38,15,304,1,4
39,0,45,319,1,4
78,88,35,324,0,4
36,5,45,325,1,4
27,23,52,340,1,4
89,63,58,341,1,4
21,30,52,357,1,4
4,42,68,357,1,4
24,25,50,372,1,4
9,38,70,378,1,4
51,25,30,393,1,4
66,47,35,399,1,4
57,40,15,409,1,4
11,35,69,437,1,4
25,25,52,467,1,4
64,48,30,471,1,4
50,26,32,473,1,4
