Number of routes:,5
Number of unassigned:,2

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
57,40,15,5,1,5
55,42,15,22,1,5
17,18,75,44,1,5
19,15,80,67,1,5
97,60,85,77,1,5
51,25,30,78,1,5
27,23,52,81,1,5
59,38,15,82,1,5
72,53,30,94,1,5
53,44,5,109,1,5
10,35,66,116,1,5
4,42,68,127,1,5
99,55,80,129,1,5
9,38,70,133,1,5
54,42,10,145,1,5
76,90,35,148,0,5
84,70,58,167,1,5
96,60,80,168,1,5
30,20,55,168,1,5
20,30,50,178,1,5
49,28,35,194,1,5
14,22,85,208,1,5
98,58,75,211,1,5
73,92,30,212,1,5
31,10,35,227,1,5
7,40,66,244,1,5
13,22,75,263,1,5
5,42,65,266,1,5
94,65,82,288,1,5
42,33,32,297,1,5
81,85,35,299,1,5
36,5,45,314,1,5
68,45,30,315,1,5
64,48,30,362,1,5
63,50,40,365,1,5
65,48,40,411,1,5
92,67,85,414,1,5
66,47,35,473,1,5
