Number of routes:,3
Number of unassigned:,8

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
55,42,15,12,1,3
22,28,52,14,1,3
21,30,52,16,1,3
73,92,30,51,0,3
16,20,85,62,1,3
39,0,45,77,1,3
23,28,55,104,1,3
30,20,55,109,1,3
78,88,35,120,0,3
4,42,68,130,1,3
60,35,5,131,1,3
82,75,55,134,1,3
35,5,35,137,0,3
53,44,5,140,1,3
58,38,5,148,1,3
87,65,55,168,1,3
52,25,35,178,1,3
91,60,60,185,1,3
43,33,35,194,1,3
74,53,35,198,1,3
37,2,40,206,1,3
9,38,70,234,1,3
42,33,32,280,1,3
64,48,30,284,1,3
90,60,55,303,1,3
5,42,65,303,1,3
95,62,80,311,1,3
97,60,85,316,1,3
25,25,52,355,1,3
19,15,80,376,1,3
56,40,5,378,1,3
89,63,58,379,1,3
80,85,25,404,0,3
3,42,66,415,1,3
54,42,10,429,1,3
29,20,50,433,1,3
98,58,75,441,1,3
41,35,32,453,1,3
63,50,40,460,1,3
