Number of routes:,3
Number of unassigned:,8

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
84,70,58,51,1,3
63,50,40,57,1,3
89,63,58,58,1,3
24,25,50,82,1,3
32,10,40,83,1,3
16,20,85,85,0,3
85,68,60,89,1,3
36,5,45,89,1,3
43,33,35,89,1,3
34,8,45,124,1,3
10,35,66,190,1,3
9,38,70,193,1,3
65,48,40,195,1,3
1,45,68,215,1,3
70,95,30,216,0,3
38,0,40,219,1,3
52,25,35,230,1,3
41,35,32,232,1,3
90,60,55,249,1,3
61,50,30,257,1,3
23,28,55,260,1,3
39,0,45,273,1,3
2,45,70,302,1,3
60,35,5,307,0,3
44,32,30,317,1,3
100,55,85,331,1,3
31,10,35,344,1,3
49,28,35,347,1,3
81,85,35,370,1,3
69,45,35,371,1,3
20,30,50,379,1,3
42,33,32,426,1,3
6,40,69,428,1,3
45,30,30,434,1,3
68,45,30,440,1,3
7,40,66,441,1,3
25,25,52,442,1,3
8,38,68,443,1,3
53,44,5,457,1,3
79,87,30,477,0,3
