Number of routes:,4
Number of unassigned:,8

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
39,0,45,3,1,4
98,58,75,16,1,4
86,66,55,22,1,4
46,30,32,27,1,4
75,45,65,41,1,4
81,85,35,53,0,4
15,20,80,63,1,4
69,45,35,65,1,4
3,42,66,68,1,4
34,8,45,70,1,4
49,28,35,72,1,4
10,35,66,74,1,4
84,70,58,83,1,4
91,60,60,89,1,4
37,2,40,107,1,4
18,15,75,110,1,4
40,35,30,123,1,4
24,25,50,127,1,4
72,53,30,179,1,4
65,48,40,240,1,4
12,25,85,245,1,4
54,42,10,257,1,4
19,15,80,274,1,4
62,50,35,278,1,4
8,38,68,281,1,4
93,65,85,284,0,4
5,42,65,298,1,4
60,35,5,312,1,4
48,28,30,320,1,4
87,65,55,323,1,4
100,55,85,328,1,4
36,5,45,360,1,4
77,88,30,370,0,4
14,22,85,385,1,4
88,65,60,400,1,4
63,50,40,441,1,4
29,20,50,472,1,4
73,92,30,478,0,4
