Number of routes:,3
Number of unassigned:,10

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
20,30,50,1,1,3
72,53,30,12,1,3
94,65,82,16,1,3
52,25,35,17,1,3
29,20,50,31,1,3
8,38,68,35,1,3
2,45,70,45,1,3
26,25,55,54,1,3
15,20,80,70,1,3
71,95,35,85,0,3
93,65,85,87,0,3
13,22,75,91,1,3
49,28,35,96,1,3
92,67,85,109,0,3
25,25,52,129,1,3
4,42,68,133,1,3
66,47,35,153,1,3
35,5,35,155,1,3
56,40,5,166,1,3
11,35,69,177,1,3
97,60,85,202,1,3
42,33,32,224,1,3
3,42,66,240,1,3
16,20,85,244,1,3
24,25,50,262,1,3
62,50,35,308,1,3
32,10,40,310,1,3
100,55,85,318,1,3
59,38,15,350,1,3
34,8,45,353,1,3
80,85,25,356,0,3
68,45,30,365,1,3
38,0,40,367,1,3
10,35,66,376,1,3
22,28,52,402,1,3
14,22,85,413,1,3
39,0,45,415,1,3
63,50,40,438,1,3
98,58,75,456,0,3
