Number of routes:,4
Number of unassigned:,2

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
84,70,58,5,1,4
57,40,15,6,1,4
2,45,70,9,1,4
45,30,30,34,1,4
31,10,35,36,1,4
88,65,60,42,1,4
16,20,85,73,1,4
17,18,75,80,1,4
59,38,15,88,1,4
24,25,50,110,1,4
62,50,35,120,1,4
15,20,80,131,1,4
6,40,69,145,1,4
32,10,40,165,1,4
93,65,85,182,1,4
23,28,55,193,1,4
89,63,58,198,1,4
48,28,30,210,1,4
74,53,35,226,1,4
91,60,60,232,1,4
29,20,50,270,1,4
73,92,30,276,1,4
13,22,75,298,1,4
44,32,30,315,1,4
14,22,85,331,1,4
47,30,35,337,1,4
76,90,35,345,0,4
26,25,55,375,1,4
43,33,35,381,1,4
11,35,69,381,1,4
95,62,80,386,1,4
81,85,35,391,1,4
7,40,66,393,1,4
82,75,55,422,1,4
42,33,32,432,1,4
85,68,60,460,1,4
65,48,40,474,1,4
