Number of routes:,2
Number of unassigned:,16

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
54,42,10,3,0,2
47,30,35,12,1,2
10,35,66,15,1,2
4,42,68,17,1,2
68,45,30,33,1,2
24,25,50,42,1,2
89,63,58,47,0,2
62,50,35,52,1,2
17,18,75,53,1,2
18,15,75,73,1,2
31,10,35,76,0,2
51,25,30,96,1,2
53,44,5,96,0,2
28,23,55,102,1,2
7,40,66,117,1,2
71,95,35,142,0,2
5,42,65,149,1,2
49,28,35,165,1,2
65,48,40,197,1,2
30,20,55,205,1,2
41,35,32,210,1,2
87,65,55,218,1,2
70,95,30,264,0,2
3,42,66,272,1,2
60,35,5,300,1,2
57,40,15,312,1,2
2,45,70,362,1,2
16,20,85,380,1,2
12,25,85,395,1,2
11,35,69,413,1,2
95,62,80,436,0,2
32,10,40,437,1,2
37,2,40,442,1,2
36,5,45,455,1,2
100,55,85,469,0,2
