Number of routes:,5
Number of unassigned:,4

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
93,65,85,1,1,5
30,20,55,5,1,5
40,35,30,9,1,5
71,95,35,14,0,5
87,65,55,15,1,5
96,60,80,19,1,5
90,60,55,20,1,5
52,25,35,39,1,5
57,40,15,39,1,5
3,42,66,51,1,5
73,92,30,53,0,5
19,15,80,60,1,5
35,5,35,62,1,5
89,63,58,65,1,5
46,30,32,67,1,5
61,50,30,79,1,5
88,65,60,84,1,5
80,85,25,113,1,5
84,70,58,123,1,5
31,10,35,147,1,5
36,5,45,162,1,5
48,28,30,164,1,5
17,18,75,192,1,5
86,66,55,206,1,5
69,45,35,211,1,5
43,33,35,236,1,5
44,32,30,240,1,5
62,50,35,244,1,5
16,20,85,248,1,5
24,25,50,285,1,5
28,23,55,288,1,5
97,60,85,296,1,5
4,42,68,303,1,5
5,42,65,319,1,5
54,42,10,330,1,5
33,8,40,348,1,5
74,53,35,354,1,5
21,30,52,358,1,5
95,62,80,369,1,5
58,38,5,371,1,5
41,35,32,389,1,5
59,38,15,435,1,5
38,0,40,437,1,5
13,22,75,468,1,5
