Number of routes:,4
Number of unassigned:,10

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
86,66,55,7,1,4
25,25,52,21,1,4
97,60,85,25,1,4
6,40,69,38,1,4
59,38,15,48,1,4
27,23,52,54,1,4
29,20,50,54,1,4
45,30,30,60,1,4
92,67,85,63,0,4
81,85,35,71,0,4
16,20,85,72,1,4
50,26,32,97,1,4
33,8,40,99,1,4
42,33,32,103,1,4
31,10,35,108,1,4
8,38,68,120,1,4
26,25,55,121,1,4
79,87,30,124,0,4
73,92,30,130,0,4
66,47,35,132,1,4
60,35,5,142,1,4
91,60,60,143,1,4
10,35,66,147,1,4
12,25,85,153,1,4
35,5,35,153,0,4
82,75,55,155,1,4
90,60,55,162,1,4
49,28,35,193,1,4
24,25,50,207,1,4
1,45,68,211,1,4
18,15,75,217,1,4
9,38,70,224,1,4
77,88,30,252,1,4
61,50,30,263,1,4
98,58,75,298,1,4
100,55,85,302,1,4
40,35,30,344,1,4
17,18,75,357,1,4
41,35,32,369,1,4
70,95,30,409,1,4
34,8,45,430,1,4
23,28,55,432,1,4
55,42,15,453,1,4
