Number of routes:,3
Number of unassigned:,10

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
49,28,35,7,1,3
59,38,15,8,1,3
86,66,55,13,1,3
71,95,35,22,0,3
5,42,65,24,1,3
89,63,58,28,1,3
34,8,45,40,0,3
24,25,50,42,1,3
83,72,55,47,1,3
7,40,66,55,1,3
9,38,70,58,1,3
44,32,30,69,1,3
21,30,52,69,1,3
33,8,40,73,1,3
95,62,80,91,1,3
72,53,30,133,1,3
62,50,35,158,1,3
53,44,5,165,1,3
56,40,5,169,1,3
43,33,35,172,1,3
98,58,75,176,1,3
15,20,80,178,0,3
52,25,35,185,1,3
70,95,30,193,0,3
58,38,5,207,0,3
38,0,40,217,1,3
64,48,30,240,1,3
84,70,58,262,1,3
1,45,68,266,1,3
28,23,55,269,1,3
26,25,55,292,1,3
96,60,80,294,1,3
27,23,52,336,1,3
80,85,25,407,1,3
42,33,32,419,1,3
94,65,82,443,1,3
55,42,15,477,1,3
