Number of routes:,1
Number of unassigned:,66

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
95,62,80,1,0,1
4,42,68,5,1,1
16,20,85,8,0,1
56,40,5,25,0,1
89,63,58,33,1,1
77,88,30,38,0,1
23,28,55,58,1,1
91,60,60,67,0,1
49,28,35,79,1,1
65,48,40,79,1,1
21,30,52,114,1,1
7,40,66,133,0,1
69,45,35,138,1,1
80,85,25,152,0,1
12,25,85,154,0,1
45,30,30,167,1,1
83,72,55,171,0,1
72,53,30,181,1,1
38,0,40,198,0,1
54,42,10,205,0,1
63,50,40,211,1,1
36,5,45,225,0,1
44,32,30,233,0,1
92,67,85,240,0,1
46,30,32,241,0,1
31,10,35,242,0,1
60,35,5,252,0,1
34,8,45,260,0,1
50,26,32,265,1,1
13,22,75,283,0,1
41,35,32,284,1,1
48,28,30,288,1,1
73,92,30,293,0,1
6,40,69,305,1,1
76,90,35,311,0,1
9,38,70,318,1,1
86,66,55,318,0,1
14,22,85,353,0,1
42,33,32,361,1,1
70,95,30,367,0,1
47,30,35,368,1,1
52,25,35,373,1,1
55,42,15,377,0,1
1,45,68,386,0,1
71,95,35,396,0,1
15,20,80,400,0,1
79,87,30,408,0,1
28,23,55,411,1,1
25,25,52,430,1,1
39,0,45,433,0,1
67,47,40,439,1,1
59,38,15,450,0,1
87,65,55,451,1,1
90,60,55,464,1,1
30,20,55,466,0,1
99,55,80,470,0,1
