Number of routes:,1
Number of unassigned:,48

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
56,40,5,9,0,1
11,35,69,26,1,1
59,38,15,61,0,1
20,30,50,65,1,1
87,65,55,84,0,1
30,20,55,105,1,1
91,60,60,122,0,1
65,48,40,127,1,1
96,60,80,156,0,1
47,30,35,170,1,1
43,33,35,176,1,1
55,42,15,188,0,1
3,42,66,196,1,1
64,48,30,211,1,1
67,47,40,214,1,1
70,95,30,222,0,1
40,35,30,240,1,1
58,38,5,265,0,1
13,22,75,266,0,1
85,68,60,279,1,1
83,72,55,303,1,1
49,28,35,313,0,1
34,8,45,315,0,1
75,45,65,316,0,1
71,95,35,343,0,1
54,42,10,371,0,1
93,65,85,383,0,1
39,0,45,400,0,1
21,30,52,402,1,1
73,92,30,408,0,1
88,65,60,414,0,1
4,42,68,418,0,1
66,47,35,419,1,1
12,25,85,419,0,1
44,32,30,426,1,1
38,0,40,430,0,1
19,15,80,448,0,1
51,25,30,457,0,1
97,60,85,463,0,1
5,42,65,479,1,1
