Number of routes:,5
Number of unassigned:,4

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
66,47,35,5,1,5
42,33,32,9,1,5
95,62,80,10,1,5
80,85,25,15,0,5
63,50,40,17,1,5
65,48,40,19,1,5
74,53,35,24,1,5
83,72,55,29,1,5
32,10,40,30,1,5
39,0,45,31,1,5
81,85,35,50,1,5
52,25,35,56,1,5
13,22,75,65,1,5
72,53,30,98,1,5
9,38,70,107,1,5
31,10,35,125,1,5
58,38,5,131,1,5
12,25,85,136,1,5
100,55,85,144,1,5
86,66,55,167,1,5
87,65,55,206,1,5
77,88,30,206,0,5
51,25,30,210,1,5
76,90,35,228,1,5
37,2,40,228,1,5
40,35,30,233,1,5
28,23,55,244,1,5
57,40,15,272,1,5
78,88,35,282,1,5
92,67,85,286,1,5
75,45,65,290,1,5
97,60,85,290,1,5
22,28,52,294,1,5
47,30,35,302,1,5
88,65,60,308,1,5
91,60,60,354,1,5
44,32,30,355,1,5
29,20,50,356,1,5
54,42,10,371,1,5
48,28,30,379,1,5
11,35,69,385,1,5
73,92,30,388,1,5
69,45,35,397,1,5
21,30,52,412,1,5
26,25,55,421,1,5
41,35,32,425,1,5
7,40,66,442,1,5
64,48,30,443,1,5
