Number of routes:,2
Number of unassigned:,6

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
33,8,40,2,1,2
28,23,55,5,1,2
18,15,75,9,1,2
99,55,80,33,0,2
32,10,40,47,1,2
57,40,15,71,1,2
22,28,52,71,1,2
29,20,50,109,1,2
8,38,68,145,1,2
4,42,68,146,1,2
48,28,30,160,1,2
19,15,80,207,1,2
59,38,15,210,1,2
73,92,30,211,0,2
2,45,70,235,1,2
34,8,45,290,1,2
36,5,45,300,1,2
68,45,30,323,1,2
89,63,58,327,1,2
27,23,52,341,1,2
52,25,35,362,1,2
49,28,35,393,1,2
66,47,35,395,1,2
6,40,69,404,1,2
12,25,85,415,1,2
67,47,40,420,1,2
47,30,35,445,1,2
100,55,85,456,0,2
