Number of routes:,2
Number of unassigned:,18

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
66,47,35,17,1,2
90,60,55,32,1,2
74,53,35,42,1,2
8,38,68,56,1,2
28,23,55,59,1,2
35,5,35,59,0,2
47,30,35,71,1,2
63,50,40,72,1,2
25,25,52,85,1,2
61,50,30,90,1,2
67,47,40,107,1,2
22,28,52,110,1,2
96,60,80,120,0,2
83,72,55,128,1,2
76,90,35,143,0,2
27,23,52,157,1,2
46,30,32,176,1,2
15,20,80,212,1,2
17,18,75,214,1,2
24,25,50,230,1,2
3,42,66,262,1,2
51,25,30,270,1,2
36,5,45,311,1,2
53,44,5,321,0,2
19,15,80,322,0,2
52,25,35,337,1,2
85,68,60,338,1,2
80,85,25,345,0,2
75,45,65,358,1,2
62,50,35,403,1,2
55,42,15,415,1,2
13,22,75,424,0,2
39,0,45,432,0,2
91,60,60,453,1,2
1,45,68,459,1,2
29,20,50,460,1,2
71,95,35,466,0,2
