Number of routes:,5
Number of unassigned:,2

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
88,65,60,3,1,5
23,28,55,9,1,5
7,40,66,13,1,5
3,42,66,37,1,5
22,28,52,50,1,5
94,65,82,58,1,5
52,25,35,79,1,5
36,5,45,90,1,5
84,70,58,92,1,5
40,35,30,104,1,5
31,10,35,107,1,5
60,35,5,127,1,5
43,33,35,133,1,5
27,23,52,150,1,5
28,23,55,167,1,5
62,50,35,177,1,5
76,90,35,183,1,5
38,0,40,202,1,5
17,18,75,214,1,5
67,47,40,242,1,5
98,58,75,249,1,5
65,48,40,254,1,5
9,38,70,266,1,5
96,60,80,285,1,5
29,20,50,296,1,5
83,72,55,315,1,5
34,8,45,333,1,5
74,53,35,347,1,5
21,30,52,373,1,5
1,45,68,381,1,5
79,87,30,400,1,5
5,42,65,405,1,5
95,62,80,415,1,5
100,55,85,417,1,5
32,10,40,443,1,5
58,38,5,459,1,5
78,88,35,463,0,5
