Number of routes:,1
Number of unassigned:,44

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
44,32,30,31,1,1
72,53,30,51,0,1
75,45,65,53,1,1
81,85,35,60,0,1
61,50,30,75,0,1
89,63,58,80,1,1
46,30,32,94,0,1
55,42,15,103,0,1
86,66,55,126,1,1
28,23,55,132,0,1
87,65,55,141,1,1
38,0,40,142,0,1
54,42,10,152,0,1
76,90,35,169,0,1
42,33,32,203,1,1
16,20,85,210,0,1
39,0,45,211,0,1
85,68,60,215,0,1
43,33,35,216,1,1
82,75,55,219,0,1
22,28,52,261,1,1
65,48,40,266,1,1
7,40,66,276,1,1
6,40,69,284,1,1
68,45,30,293,0,1
1,45,68,298,1,1
96,60,80,299,1,1
47,30,35,300,0,1
78,88,35,310,0,1
19,15,80,322,0,1
21,30,52,353,1,1
90,60,55,376,1,1
74,53,35,377,0,1
84,70,58,394,1,1
2,45,70,407,0,1
83,72,55,409,1,1
100,55,85,422,0,1
32,10,40,431,0,1
69,45,35,452,1,1
31,10,35,470,0,1
