Number of routes:,4
Number of unassigned:,6

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
55,42,15,4,1,4
7,40,66,10,1,4
64,48,30,11,1,4
83,72,55,24,1,4
37,2,40,24,1,4
28,23,55,32,1,4
45,30,30,33,1,4
8,38,68,34,1,4
80,85,25,36,0,4
2,45,70,37,1,4
1,45,68,39,1,4
40,35,30,49,1,4
81,85,35,56,0,4
51,25,30,58,1,4
91,60,60,106,1,4
67,47,40,118,1,4
29,20,50,118,1,4
58,38,5,127,1,4
23,28,55,129,1,4
3,42,66,188,1,4
95,62,80,202,1,4
78,88,35,211,1,4
56,40,5,212,0,4
73,92,30,215,1,4
14,22,85,216,1,4
72,53,30,223,1,4
11,35,69,231,1,4
22,28,52,239,1,4
15,20,80,268,1,4
88,65,60,273,1,4
9,38,70,282,1,4
47,30,35,293,1,4
30,20,55,350,1,4
60,35,5,359,1,4
69,45,35,363,1,4
68,45,30,382,1,4
21,30,52,393,1,4
89,63,58,444,1,4
