Number of routes:,2
Number of unassigned:,14

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
51,25,30,0,1,2
34,8,45,11,1,2
84,70,58,47,1,2
45,30,30,51,1,2
25,25,52,59,1,2
58,38,5,63,0,2
77,88,30,68,0,2
89,63,58,73,1,2
74,53,35,85,1,2
66,47,35,95,1,2
28,23,55,127,1,2
55,42,15,133,1,2
46,30,32,144,1,2
40,35,30,147,1,2
47,30,35,162,1,2
41,35,32,168,1,2
15,20,80,172,0,2
26,25,55,185,1,2
17,18,75,201,1,2
2,45,70,209,1,2
96,60,80,224,0,2
27,23,52,233,1,2
73,92,30,249,0,2
33,8,40,249,0,2
67,47,40,251,1,2
19,15,80,251,1,2
12,25,85,258,1,2
69,45,35,274,1,2
18,15,75,303,0,2
62,50,35,336,1,2
63,50,40,340,1,2
90,60,55,341,1,2
88,65,60,350,1,2
75,45,65,363,1,2
52,25,35,368,1,2
42,33,32,373,1,2
86,66,55,418,1,2
65,48,40,425,1,2
85,68,60,440,1,2
32,10,40,468,1,2
