Number of routes:,5
Number of unassigned:,10

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
94,65,82,4,1,5
65,48,40,10,1,5
46,30,32,32,1,5
93,65,85,37,1,5
81,85,35,41,1,5
13,22,75,47,1,5
86,66,55,62,1,5
43,33,35,63,1,5
50,26,32,73,1,5
82,75,55,101,1,5
90,60,55,108,1,5
48,28,30,119,1,5
95,62,80,126,1,5
77,88,30,160,1,5
64,48,30,163,1,5
20,30,50,163,1,5
62,50,35,188,1,5
4,42,68,189,1,5
54,42,10,203,1,5
70,95,30,261,0,5
30,20,55,262,1,5
35,5,35,296,1,5
76,90,35,305,0,5
83,72,55,317,1,5
80,85,25,319,0,5
2,45,70,325,1,5
69,45,35,329,1,5
22,28,52,330,1,5
60,35,5,337,1,5
79,87,30,348,1,5
10,35,66,357,1,5
55,42,15,361,1,5
99,55,80,386,1,5
87,65,55,405,1,5
45,30,30,410,1,5
52,25,35,422,1,5
66,47,35,438,1,5
49,28,35,442,1,5
96,60,80,457,1,5
91,60,60,466,1,5
18,15,75,472,0,5
74,53,35,475,1,5
27,23,52,478,1,5
53,44,5,478,0,5
