Number of routes:,5
Number of unassigned:,4

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
50,26,32,1,1,5
29,20,50,8,1,5
35,5,35,14,1,5
66,47,35,30,1,5
56,40,5,30,1,5
7,40,66,32,1,5
71,95,35,36,1,5
73,92,30,39,0,5
43,33,35,61,1,5
96,60,80,63,1,5
10,35,66,67,1,5
12,25,85,80,1,5
82,75,55,97,1,5
57,40,15,106,1,5
83,72,55,119,1,5
13,22,75,157,1,5
47,30,35,163,1,5
77,88,30,163,1,5
36,5,45,168,1,5
24,25,50,171,1,5
26,25,55,194,1,5
9,38,70,199,1,5
70,95,30,219,1,5
91,60,60,230,1,5
33,8,40,242,1,5
88,65,60,250,1,5
68,45,30,287,1,5
97,60,85,292,1,5
16,20,85,295,1,5
32,10,40,300,1,5
28,23,55,301,1,5
18,15,75,322,1,5
94,65,82,328,1,5
19,15,80,336,1,5
89,63,58,356,1,5
93,65,85,358,1,5
2,45,70,392,1,5
79,87,30,408,1,5
49,28,35,429,1,5
14,22,85,436,1,5
30,20,55,443,1,5
92,67,85,469,0,5
