Number of routes:,1
Number of unassigned:,34

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
58,38,5,0,0,1
36,5,45,8,0,1
44,32,30,20,1,1
27,23,52,30,1,1
20,30,50,40,1,1
59,38,15,61,0,1
91,60,60,69,0,1
24,25,50,85,1,1
84,70,58,100,0,1
25,25,52,110,1,1
19,15,80,133,0,1
48,28,30,141,1,1
37,2,40,150,0,1
54,42,10,167,1,1
38,0,40,180,0,1
43,33,35,218,1,1
79,87,30,273,0,1
41,35,32,276,1,1
18,15,75,281,0,1
31,10,35,287,0,1
77,88,30,294,0,1
57,40,15,299,1,1
32,10,40,303,0,1
10,35,66,352,1,1
52,25,35,360,0,1
56,40,5,364,0,1
5,42,65,372,1,1
64,48,30,384,0,1
49,28,35,391,1,1
29,20,50,407,1,1
95,62,80,443,0,1
63,50,40,451,1,1
46,30,32,472,1,1
61,50,30,476,1,1
