Number of routes:,3
Number of unassigned:,14

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
3,42,66,4,1,3
10,35,66,11,1,3
16,20,85,13,1,3
46,30,32,17,1,3
37,2,40,19,1,3
71,95,35,31,0,3
97,60,85,90,1,3
70,95,30,111,0,3
12,25,85,121,1,3
5,42,65,128,1,3
56,40,5,147,0,3
42,33,32,149,1,3
77,88,30,164,0,3
100,55,85,170,1,3
89,63,58,171,1,3
95,62,80,175,1,3
58,38,5,182,1,3
44,32,30,190,1,3
45,30,30,208,1,3
27,23,52,237,1,3
59,38,15,239,1,3
65,48,40,247,1,3
34,8,45,248,1,3
57,40,15,250,1,3
43,33,35,255,1,3
86,66,55,256,1,3
19,15,80,278,0,3
84,70,58,286,1,3
18,15,75,287,0,3
15,20,80,326,1,3
30,20,55,333,1,3
78,88,35,339,0,3
40,35,30,348,1,3
35,5,35,365,1,3
75,45,65,367,1,3
6,40,69,368,1,3
7,40,66,393,1,3
8,38,68,397,1,3
67,47,40,398,1,3
26,25,55,408,1,3
93,65,85,429,1,3
85,68,60,430,1,3
22,28,52,465,1,3
