Number of routes:,2
Number of unassigned:,34

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
65,48,40,12,1,2
10,35,66,14,1,2
69,45,35,15,1,2
74,53,35,21,1,2
51,25,30,23,1,2
54,42,10,26,0,2
84,70,58,27,0,2
67,47,40,31,1,2
70,95,30,36,0,2
77,88,30,46,0,2
34,8,45,52,0,2
6,40,69,57,1,2
62,50,35,58,1,2
16,20,85,67,0,2
94,65,82,72,0,2
85,68,60,79,1,2
14,22,85,111,0,2
45,30,30,114,1,2
87,65,55,120,0,2
47,30,35,121,1,2
21,30,52,144,1,2
83,72,55,149,0,2
1,45,68,152,1,2
26,25,55,162,1,2
80,85,25,164,0,2
59,38,15,165,1,2
88,65,60,165,0,2
46,30,32,169,1,2
55,42,15,179,1,2
12,25,85,205,1,2
60,35,5,205,0,2
30,20,55,206,1,2
19,15,80,222,0,2
100,55,85,237,0,2
39,0,45,260,1,2
86,66,55,290,1,2
95,62,80,315,1,2
31,10,35,324,0,2
72,53,30,349,1,2
56,40,5,368,1,2
28,23,55,403,1,2
71,95,35,437,0,2
91,60,60,469,1,2
