Number of routes:,1
Number of unassigned:,40

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
79,87,30,25,0,1
84,70,58,53,0,1
53,44,5,61,0,1
24,25,50,74,1,1
11,35,69,85,1,1
5,42,65,102,1,1
63,50,40,140,1,1
43,33,35,177,1,1
92,67,85,215,0,1
85,68,60,216,0,1
40,35,30,218,1,1
15,20,80,228,0,1
34,8,45,244,0,1
82,75,55,247,0,1
97,60,85,262,0,1
57,40,15,269,1,1
61,50,30,271,1,1
23,28,55,294,0,1
87,65,55,295,0,1
91,60,60,302,0,1
46,30,32,318,1,1
30,20,55,348,1,1
41,35,32,355,1,1
75,45,65,363,0,1
78,88,35,391,0,1
51,25,30,391,0,1
98,58,75,396,0,1
90,60,55,398,0,1
72,53,30,399,0,1
6,40,69,410,1,1
4,42,68,436,1,1
17,18,75,437,1,1
14,22,85,440,1,1
68,45,30,441,0,1
70,95,30,456,0,1
