Number of routes:,4
Number of unassigned:,4

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
27,23,52,21,1,4
37,2,40,22,1,4
93,65,85,46,1,4
66,47,35,50,1,4
100,55,85,54,1,4
82,75,55,62,1,4
57,40,15,67,1,4
52,25,35,71,1,4
20,30,50,117,1,4
44,32,30,128,1,4
72,53,30,134,1,4
31,10,35,135,1,4
28,23,55,139,1,4
32,10,40,172,1,4
23,28,55,181,1,4
63,50,40,184,1,4
54,42,10,198,1,4
98,58,75,204,1,4
60,35,5,213,1,4
12,25,85,221,0,4
91,60,60,225,1,4
50,26,32,237,1,4
16,20,85,256,0,4
67,47,40,257,1,4
84,70,58,263,1,4
68,45,30,263,1,4
48,28,30,267,1,4
7,40,66,281,1,4
96,60,80,295,1,4
94,65,82,301,1,4
17,18,75,302,1,4
86,66,55,304,1,4
42,33,32,323,1,4
80,85,25,326,1,4
24,25,50,369,1,4
85,68,60,371,1,4
3,42,66,376,1,4
14,22,85,393,1,4
79,87,30,402,1,4
4,42,68,410,1,4
55,42,15,432,1,4
29,20,50,470,1,4
