Number of routes:,2
Number of unassigned:,22

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
24,25,50,7,1,2
59,38,15,27,1,2
48,28,30,32,1,2
44,32,30,41,1,2
53,44,5,48,0,2
32,10,40,52,0,2
3,42,66,57,1,2
67,47,40,59,1,2
78,88,35,61,0,2
23,28,55,81,1,2
8,38,68,104,1,2
71,95,35,111,1,2
62,50,35,130,1,2
40,35,30,187,1,2
58,38,5,194,1,2
25,25,52,201,1,2
57,40,15,203,1,2
77,88,30,206,0,2
10,35,66,226,1,2
74,53,35,250,1,2
27,23,52,251,1,2
52,25,35,267,1,2
69,45,35,274,1,2
1,45,68,280,1,2
38,0,40,286,0,2
29,20,50,288,1,2
54,42,10,307,0,2
6,40,69,312,1,2
33,8,40,327,1,2
18,15,75,341,0,2
49,28,35,345,1,2
76,90,35,372,0,2
37,2,40,381,0,2
75,45,65,389,1,2
96,60,80,391,0,2
35,5,35,402,1,2
47,30,35,407,1,2
5,42,65,445,1,2
94,65,82,451,0,2
30,20,55,473,1,2
51,25,30,475,1,2
