Number of routes:,2
Number of unassigned:,16

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
10,35,66,8,1,2
69,45,35,18,1,2
14,22,85,19,1,2
53,44,5,28,0,2
26,25,55,31,1,2
42,33,32,51,1,2
58,38,5,58,1,2
12,25,85,81,0,2
38,0,40,81,0,2
51,25,30,101,0,2
2,45,70,113,1,2
19,15,80,116,0,2
13,22,75,132,0,2
46,30,32,133,1,2
29,20,50,140,1,2
68,45,30,148,1,2
86,66,55,151,1,2
67,47,40,155,1,2
84,70,58,158,1,2
7,40,66,176,1,2
96,60,80,228,0,2
52,25,35,249,1,2
30,20,55,252,1,2
61,50,30,253,1,2
1,45,68,277,1,2
45,30,30,303,1,2
91,60,60,304,1,2
31,10,35,307,1,2
16,20,85,315,0,2
47,30,35,338,1,2
11,35,69,366,1,2
43,33,35,366,1,2
65,48,40,379,1,2
62,50,35,404,1,2
75,45,65,438,1,2
9,38,70,454,1,2
