Number of routes:,2
Number of unassigned:,24

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
45,30,30,1,1,2
36,5,45,1,1,2
75,45,65,4,1,2
98,58,75,23,0,2
52,25,35,29,1,2
60,35,5,40,0,2
92,67,85,47,0,2
10,35,66,49,1,2
44,32,30,63,1,2
77,88,30,72,0,2
63,50,40,81,1,2
20,30,50,93,1,2
67,47,40,105,1,2
62,50,35,110,1,2
6,40,69,111,1,2
11,35,69,111,1,2
100,55,85,111,0,2
28,23,55,117,1,2
56,40,5,120,0,2
13,22,75,141,1,2
49,28,35,144,1,2
1,45,68,182,1,2
95,62,80,196,1,2
43,33,35,199,1,2
42,33,32,211,1,2
99,55,80,260,0,2
5,42,65,264,1,2
48,28,30,273,1,2
54,42,10,279,1,2
21,30,52,298,1,2
8,38,68,302,1,2
41,35,32,321,1,2
68,45,30,326,1,2
70,95,30,357,0,2
81,85,35,383,0,2
94,65,82,387,0,2
73,92,30,396,0,2
29,20,50,399,1,2
24,25,50,412,1,2
34,8,45,434,1,2
96,60,80,438,1,2
93,65,85,459,0,2
