Number of routes:,4
Number of unassigned:,8

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
83,72,55,2,1,4
10,35,66,8,1,4
78,88,35,10,1,4
14,22,85,27,1,4
3,42,66,28,1,4
70,95,30,32,0,4
48,28,30,35,1,4
12,25,85,37,1,4
19,15,80,52,0,4
56,40,5,55,1,4
72,53,30,65,1,4
47,30,35,74,1,4
94,65,82,74,0,4
20,30,50,92,1,4
54,42,10,163,1,4
31,10,35,184,1,4
44,32,30,192,1,4
24,25,50,200,1,4
91,60,60,202,1,4
1,45,68,210,1,4
57,40,15,211,1,4
9,38,70,220,1,4
93,65,85,224,1,4
49,28,35,226,1,4
8,38,68,252,1,4
75,45,65,262,1,4
89,63,58,265,1,4
66,47,35,275,1,4
30,20,55,280,1,4
41,35,32,325,1,4
36,5,45,349,1,4
85,68,60,349,1,4
46,30,32,361,1,4
5,42,65,372,1,4
52,25,35,378,1,4
62,50,35,380,1,4
100,55,85,402,1,4
59,38,15,415,1,4
81,85,35,423,0,4
23,28,55,425,1,4
96,60,80,439,1,4
86,66,55,440,1,4
21,30,52,446,1,4
55,42,15,456,1,4
