Number of routes:,2
Number of unassigned:,22

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
61,50,30,15,1,2
83,72,55,15,1,2
97,60,85,46,0,2
18,15,75,56,1,2
68,45,30,78,1,2
79,87,30,114,0,2
80,85,25,137,0,2
33,8,40,142,0,2
27,23,52,143,1,2
85,68,60,145,1,2
13,22,75,151,1,2
36,5,45,197,1,2
4,42,68,203,1,2
8,38,68,213,1,2
19,15,80,233,0,2
98,58,75,235,1,2
78,88,35,242,0,2
38,0,40,242,0,2
12,25,85,253,0,2
76,90,35,261,0,2
29,20,50,286,1,2
40,35,30,287,1,2
56,40,5,303,1,2
75,45,65,349,1,2
17,18,75,366,1,2
6,40,69,380,1,2
16,20,85,400,0,2
35,5,35,424,1,2
44,32,30,429,1,2
5,42,65,449,1,2
95,62,80,475,0,2
