Number of routes:,4
Number of unassigned:,4

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
35,5,35,11,1,4
67,47,40,43,1,4
3,42,66,44,1,4
66,47,35,45,1,4
7,40,66,49,1,4
34,8,45,50,1,4
8,38,68,51,1,4
56,40,5,57,1,4
18,15,75,111,1,4
72,53,30,123,1,4
80,85,25,128,0,4
69,45,35,131,1,4
47,30,35,132,1,4
91,60,60,149,1,4
15,20,80,152,1,4
4,42,68,154,1,4
100,55,85,161,1,4
22,28,52,163,1,4
27,23,52,170,1,4
87,65,55,173,1,4
94,65,82,187,1,4
46,30,32,214,1,4
58,38,5,218,1,4
38,0,40,237,1,4
59,38,15,245,1,4
14,22,85,309,1,4
81,85,35,324,1,4
33,8,40,334,1,4
41,35,32,349,1,4
76,90,35,374,0,4
52,25,35,388,1,4
63,50,40,393,1,4
82,75,55,404,1,4
55,42,15,424,1,4
97,60,85,442,1,4
5,42,65,445,1,4
98,58,75,447,1,4
