Number of routes:,2
Number of unassigned:,32

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
40,35,30,16,1,2
82,75,55,21,1,2
74,53,35,24,1,2
77,88,30,31,0,2
87,65,55,32,1,2
56,40,5,36,0,2
79,87,30,46,0,2
13,22,75,50,0,2
96,60,80,58,0,2
94,65,82,88,0,2
46,30,32,96,1,2
32,10,40,100,1,2
54,42,10,102,0,2
27,23,52,108,1,2
42,33,32,121,1,2
81,85,35,122,0,2
16,20,85,122,0,2
1,45,68,136,1,2
31,10,35,142,0,2
62,50,35,143,1,2
14,22,85,144,0,2
50,26,32,166,1,2
99,55,80,172,0,2
65,48,40,175,1,2
29,20,50,180,1,2
19,15,80,215,1,2
64,48,30,225,1,2
97,60,85,229,0,2
45,30,30,250,1,2
71,95,35,270,0,2
34,8,45,301,1,2
51,25,30,330,1,2
41,35,32,332,1,2
61,50,30,355,1,2
47,30,35,358,1,2
3,42,66,362,1,2
78,88,35,373,0,2
83,72,55,384,1,2
68,45,30,387,1,2
86,66,55,387,1,2
28,23,55,397,1,2
8,38,68,426,1,2
49,28,35,442,1,2
57,40,15,472,0,2
