Number of routes:,2
Number of unassigned:,26

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
56,40,5,5,1,2
93,65,85,18,0,2
63,50,40,23,1,2
96,60,80,26,0,2
78,88,35,31,0,2
51,25,30,61,1,2
23,28,55,62,1,2
2,45,70,73,1,2
9,38,70,75,1,2
53,44,5,84,0,2
46,30,32,106,1,2
83,72,55,113,1,2
97,60,85,121,0,2
5,42,65,134,1,2
75,45,65,147,1,2
84,70,58,149,1,2
38,0,40,165,0,2
16,20,85,167,0,2
76,90,35,174,0,2
89,63,58,178,1,2
19,15,80,205,0,2
98,58,75,230,0,2
25,25,52,236,1,2
39,0,45,247,0,2
54,42,10,257,1,2
87,65,55,260,1,2
1,45,68,280,1,2
59,38,15,280,1,2
14,22,85,331,1,2
7,40,66,370,1,2
65,48,40,386,1,2
67,47,40,393,1,2
6,40,69,400,1,2
69,45,35,405,1,2
57,40,15,423,1,2
100,55,85,440,0,2
35,5,35,442,0,2
72,53,30,465,1,2
82,75,55,476,1,2
