Number of routes:,4
Number of unassigned:,4

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
65,48,40,2,1,4
20,30,50,4,1,4
50,26,32,8,1,4
5,42,65,19,1,4
30,20,55,23,1,4
32,10,40,27,1,4
78,88,35,60,1,4
35,5,35,60,1,4
82,75,55,76,1,4
6,40,69,80,1,4
66,47,35,94,1,4
63,50,40,98,1,4
62,50,35,144,1,4
68,45,30,152,1,4
60,35,5,158,1,4
45,30,30,172,1,4
95,62,80,173,1,4
28,23,55,175,1,4
76,90,35,180,1,4
47,30,35,185,1,4
8,38,68,225,1,4
40,35,30,241,1,4
33,8,40,247,1,4
84,70,58,248,1,4
42,33,32,254,1,4
88,65,60,335,1,4
7,40,66,340,1,4
94,65,82,346,1,4
31,10,35,362,1,4
74,53,35,365,1,4
41,35,32,384,1,4
22,28,52,386,1,4
97,60,85,405,1,4
12,25,85,409,1,4
44,32,30,425,1,4
71,95,35,433,0,4
73,92,30,476,0,4
