Number of routes:,3
Number of unassigned:,14

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
80,85,25,4,0,3
43,33,35,6,1,3
75,45,65,37,1,3
18,15,75,42,1,3
45,30,30,45,1,3
42,33,32,45,1,3
97,60,85,47,0,3
79,87,30,48,0,3
82,75,55,53,1,3
61,50,30,54,1,3
63,50,40,61,1,3
5,42,65,61,1,3
71,95,35,67,0,3
39,0,45,116,1,3
70,95,30,137,0,3
88,65,60,142,1,3
12,25,85,148,1,3
91,60,60,160,1,3
99,55,80,198,1,3
1,45,68,226,1,3
72,53,30,245,1,3
56,40,5,258,1,3
22,28,52,263,1,3
90,60,55,266,1,3
17,18,75,275,0,3
29,20,50,276,1,3
69,45,35,291,1,3
34,8,45,308,1,3
26,25,55,320,1,3
54,42,10,335,1,3
8,38,68,353,1,3
44,32,30,360,1,3
50,26,32,366,1,3
87,65,55,374,1,3
10,35,66,375,1,3
38,0,40,383,1,3
98,58,75,390,1,3
21,30,52,406,1,3
19,15,80,410,1,3
40,35,30,438,1,3
55,42,15,458,1,3
57,40,15,470,1,3
76,90,35,472,0,3
