Number of routes:,5
Number of unassigned:,4

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
80,85,25,6,1,5
89,63,58,20,1,5
64,48,30,28,1,5
37,2,40,29,1,5
17,18,75,34,1,5
87,65,55,35,1,5
23,28,55,37,1,5
71,95,35,39,0,5
24,25,50,40,1,5
20,30,50,52,1,5
55,42,15,57,1,5
44,32,30,58,1,5
6,40,69,71,1,5
73,92,30,78,0,5
49,28,35,79,1,5
26,25,55,97,1,5
7,40,66,102,1,5
98,58,75,115,1,5
13,22,75,122,1,5
74,53,35,141,1,5
54,42,10,151,1,5
10,35,66,166,1,5
59,38,15,168,1,5
36,5,45,197,1,5
35,5,35,209,1,5
94,65,82,214,1,5
11,35,69,219,1,5
39,0,45,226,1,5
75,45,65,248,1,5
52,25,35,249,1,5
21,30,52,269,1,5
99,55,80,281,1,5
77,88,30,288,1,5
40,35,30,290,1,5
33,8,40,321,1,5
68,45,30,324,1,5
28,23,55,325,1,5
15,20,80,336,1,5
12,25,85,343,1,5
32,10,40,374,1,5
46,30,32,404,1,5
2,45,70,410,1,5
34,8,45,414,1,5
14,22,85,455,1,5
1,45,68,457,1,5
69,45,35,466,1,5
