Number of routes:,5
Number of unassigned:,2

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
5,42,65,32,1,5
52,25,35,39,1,5
85,68,60,73,1,5
49,28,35,76,1,5
21,30,52,77,1,5
24,25,50,97,1,5
79,87,30,118,1,5
27,23,52,118,1,5
25,25,52,123,1,5
64,48,30,134,1,5
73,92,30,136,1,5
54,42,10,178,1,5
39,0,45,212,1,5
17,18,75,236,1,5
68,45,30,238,1,5
2,45,70,246,1,5
1,45,68,248,1,5
98,58,75,273,1,5
81,85,35,274,1,5
89,63,58,290,1,5
80,85,25,305,1,5
82,75,55,315,1,5
57,40,15,363,1,5
92,67,85,395,1,5
95,62,80,395,1,5
29,20,50,417,1,5
36,5,45,434,1,5
51,25,30,445,1,5
34,8,45,451,1,5
83,72,55,453,1,5
19,15,80,461,0,5
