Number of routes:,5
Number of unassigned:,0

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
83,72,55,19,1,5
21,30,52,29,1,5
19,15,80,54,1,5
81,85,35,59,1,5
41,35,32,73,1,5
70,95,30,78,1,5
84,70,58,109,1,5
24,25,50,123,1,5
100,55,85,125,1,5
68,45,30,126,1,5
49,28,35,150,1,5
2,45,70,152,1,5
14,22,85,176,1,5
1,45,68,176,1,5
23,28,55,211,1,5
65,48,40,215,1,5
34,8,45,241,1,5
8,38,68,253,1,5
6,40,69,257,1,5
58,38,5,269,1,5
10,35,66,279,1,5
86,66,55,299,1,5
78,88,35,375,1,5
90,60,55,378,1,5
67,47,40,391,1,5
94,65,82,396,1,5
71,95,35,397,1,5
35,5,35,416,1,5
88,65,60,430,1,5
69,45,35,469,1,5
