Number of routes:,4
Number of unassigned:,8

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
85,68,60,22,1,4
45,30,30,28,1,4
50,26,32,36,1,4
71,95,35,50,0,4
92,67,85,54,1,4
17,18,75,61,1,4
69,45,35,65,1,4
12,25,85,69,1,4
41,35,32,117,1,4
44,32,30,166,1,4
35,5,35,172,1,4
63,50,40,181,1,4
68,45,30,186,1,4
11,35,69,194,1,4
57,40,15,204,1,4
30,20,55,205,1,4
51,25,30,213,1,4
56,40,5,228,1,4
80,85,25,249,0,4
84,70,58,253,1,4
33,8,40,263,1,4
78,88,35,270,0,4
9,38,70,276,1,4
37,2,40,283,1,4
81,85,35,287,0,4
23,28,55,291,1,4
93,65,85,300,1,4
29,20,50,307,1,4
87,65,55,309,1,4
18,15,75,309,1,4
58,38,5,312,1,4
96,60,80,360,1,4
64,48,30,388,1,4
74,53,35,393,1,4
13,22,75,396,1,4
14,22,85,423,1,4
5,42,65,430,1,4
1,45,68,437,1,4
83,72,55,471,1,4
24,25,50,476,1,4
