Number of routes:,5
Number of unassigned:,2

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
21,30,52,5,1,5
58,38,5,16,1,5
47,30,35,17,1,5
71,95,35,20,1,5
56,40,5,23,1,5
98,58,75,29,1,5
48,28,30,38,1,5
16,20,85,51,1,5
26,25,55,56,1,5
68,45,30,95,1,5
17,18,75,105,1,5
50,26,32,107,1,5
4,42,68,118,1,5
18,15,75,135,1,5
8,38,68,150,1,5
40,35,30,184,1,5
69,45,35,186,1,5
75,45,65,208,1,5
73,92,30,214,1,5
15,20,80,274,1,5
11,35,69,276,1,5
70,95,30,295,1,5
49,28,35,300,1,5
32,10,40,317,1,5
81,85,35,331,1,5
95,62,80,337,1,5
67,47,40,338,1,5
63,50,40,347,1,5
24,25,50,350,1,5
51,25,30,364,1,5
25,25,52,370,1,5
30,20,55,386,1,5
5,42,65,392,1,5
84,70,58,402,1,5
78,88,35,417,1,5
52,25,35,419,1,5
97,60,85,425,1,5
34,8,45,425,1,5
80,85,25,435,0,5
9,38,70,474,1,5
