Number of routes:,5
Number of unassigned:,6

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
57,40,15,1,1,5
23,28,55,22,1,5
96,60,80,29,1,5
41,35,32,36,1,5
10,35,66,41,1,5
47,30,35,46,1,5
84,70,58,64,1,5
56,40,5,73,1,5
99,55,80,102,1,5
2,45,70,103,1,5
65,48,40,108,1,5
50,26,32,117,1,5
7,40,66,122,1,5
82,75,55,157,1,5
52,25,35,166,1,5
72,53,30,178,1,5
88,65,60,188,1,5
32,10,40,192,1,5
18,15,75,193,1,5
25,25,52,253,1,5
85,68,60,258,1,5
24,25,50,285,1,5
75,45,65,311,1,5
78,88,35,311,0,5
33,8,40,315,1,5
15,20,80,328,1,5
98,58,75,348,1,5
73,92,30,360,0,5
69,45,35,363,1,5
54,42,10,365,1,5
39,0,45,372,1,5
93,65,85,384,1,5
37,2,40,424,1,5
38,0,40,429,1,5
83,72,55,442,1,5
68,45,30,448,1,5
92,67,85,470,0,5
48,28,30,474,1,5
