Number of routes:,5
Number of unassigned:,0

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
32,10,40,9,1,5
80,85,25,18,1,5
3,42,66,36,1,5
28,23,55,39,1,5
37,2,40,90,1,5
75,45,65,98,1,5
77,88,30,119,1,5
73,92,30,120,1,5
85,68,60,141,1,5
58,38,5,172,1,5
42,33,32,173,1,5
31,10,35,178,1,5
70,95,30,188,1,5
99,55,80,192,1,5
41,35,32,193,1,5
5,42,65,205,1,5
10,35,66,215,1,5
63,50,40,218,1,5
9,38,70,225,1,5
49,28,35,248,1,5
60,35,5,275,1,5
81,85,35,275,1,5
26,25,55,290,1,5
20,30,50,298,1,5
50,26,32,308,1,5
74,53,35,309,1,5
67,47,40,316,1,5
40,35,30,324,1,5
57,40,15,410,1,5
43,33,35,451,1,5
54,42,10,468,1,5
