Number of routes:,5
Number of unassigned:,0

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
81,85,35,28,1,5
2,45,70,39,1,5
52,25,35,58,1,5
61,50,30,59,1,5
25,25,52,62,1,5
97,60,85,63,1,5
24,25,50,68,1,5
19,15,80,76,1,5
11,35,69,80,1,5
21,30,52,82,1,5
88,65,60,85,1,5
23,28,55,86,1,5
39,0,45,101,1,5
89,63,58,118,1,5
94,65,82,123,1,5
38,0,40,132,1,5
87,65,55,155,1,5
62,50,35,174,1,5
28,23,55,182,1,5
79,87,30,190,1,5
63,50,40,207,1,5
49,28,35,228,1,5
99,55,80,236,1,5
72,53,30,242,1,5
90,60,55,244,1,5
3,42,66,246,1,5
40,35,30,258,1,5
36,5,45,260,1,5
84,70,58,266,1,5
22,28,52,272,1,5
60,35,5,296,1,5
6,40,69,301,1,5
31,10,35,327,1,5
96,60,80,355,1,5
85,68,60,357,1,5
17,18,75,396,1,5
86,66,55,402,1,5
82,75,55,417,1,5
77,88,30,419,1,5
15,20,80,423,1,5
67,47,40,452,1,5
65,48,40,455,1,5
