Number of routes:,5
Number of unassigned:,4

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
94,65,82,8,1,5
11,35,69,18,1,5
10,35,66,19,1,5
90,60,55,21,1,5
95,62,80,22,1,5
96,60,80,37,1,5
3,42,66,39,1,5
23,28,55,40,1,5
63,50,40,85,1,5
65,48,40,100,1,5
77,88,30,110,1,5
42,33,32,110,1,5
93,65,85,120,1,5
80,85,25,134,0,5
88,65,60,141,1,5
5,42,65,142,1,5
31,10,35,173,1,5
51,25,30,186,1,5
59,38,15,187,1,5
91,60,60,190,1,5
60,35,5,194,1,5
75,45,65,198,1,5
13,22,75,203,1,5
37,2,40,215,0,5
16,20,85,219,1,5
98,58,75,220,1,5
92,67,85,224,1,5
6,40,69,228,1,5
83,72,55,235,1,5
72,53,30,269,1,5
35,5,35,283,1,5
1,45,68,287,1,5
19,15,80,290,1,5
97,60,85,298,1,5
43,33,35,325,1,5
53,44,5,327,1,5
85,68,60,331,1,5
58,38,5,339,1,5
33,8,40,348,1,5
28,23,55,366,1,5
29,20,50,381,1,5
8,38,68,391,1,5
82,75,55,410,1,5
69,45,35,439,1,5
