Number of routes:,5
Number of unassigned:,2

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
63,50,40,17,1,5
40,35,30,34,1,5
50,26,32,36,1,5
91,60,60,40,1,5
55,42,15,46,1,5
37,2,40,63,1,5
75,45,65,77,1,5
95,62,80,78,1,5
87,65,55,93,1,5
1,45,68,104,1,5
68,45,30,109,1,5
98,58,75,117,1,5
27,23,52,129,1,5
73,92,30,143,1,5
38,0,40,149,1,5
10,35,66,153,1,5
77,88,30,159,0,5
18,15,75,183,1,5
52,25,35,187,1,5
3,42,66,187,1,5
78,88,35,192,1,5
34,8,45,204,1,5
21,30,52,212,1,5
13,22,75,226,1,5
45,30,30,237,1,5
89,63,58,239,1,5
85,68,60,256,1,5
9,38,70,258,1,5
28,23,55,260,1,5
44,32,30,301,1,5
41,35,32,310,1,5
15,20,80,327,1,5
30,20,55,334,1,5
93,65,85,338,1,5
7,40,66,342,1,5
4,42,68,364,1,5
92,67,85,389,1,5
59,38,15,400,1,5
99,55,80,401,1,5
70,95,30,408,1,5
64,48,30,421,1,5
83,72,55,458,1,5
82,75,55,466,1,5
8,38,68,478,1,5
69,45,35,479,1,5
