Number of routes:,4
Number of unassigned:,8

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
27,23,52,1,1,4
77,88,30,15,1,4
31,10,35,19,1,4
37,2,40,20,1,4
60,35,5,46,1,4
46,30,32,55,1,4
86,66,55,91,1,4
47,30,35,93,1,4
17,18,75,128,1,4
89,63,58,134,1,4
70,95,30,139,1,4
87,65,55,145,1,4
22,28,52,156,1,4
88,65,60,166,1,4
10,35,66,166,1,4
15,20,80,193,1,4
71,95,35,222,0,4
82,75,55,225,1,4
95,62,80,230,1,4
90,60,55,237,1,4
66,47,35,239,1,4
14,22,85,268,1,4
4,42,68,269,1,4
13,22,75,284,1,4
91,60,60,305,1,4
53,44,5,323,1,4
44,32,30,328,1,4
40,35,30,344,1,4
35,5,35,348,1,4
78,88,35,351,1,4
62,50,35,365,1,4
63,50,40,377,1,4
5,42,65,378,1,4
36,5,45,393,1,4
24,25,50,400,1,4
33,8,40,409,1,4
21,30,52,409,1,4
65,48,40,410,1,4
19,15,80,414,1,4
93,65,85,422,0,4
54,42,10,450,1,4
81,85,35,454,0,4
1,45,68,459,1,4
51,25,30,462,1,4
73,92,30,478,0,4
