Number of routes:,3
Number of unassigned:,10

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
13,22,75,6,1,3
78,88,35,6,0,3
68,45,30,7,1,3
98,58,75,17,1,3
85,68,60,36,1,3
31,10,35,38,0,3
6,40,69,64,1,3
84,70,58,65,1,3
21,30,52,74,1,3
50,26,32,80,1,3
19,15,80,88,1,3
24,25,50,96,1,3
34,8,45,100,1,3
5,42,65,144,1,3
64,48,30,144,1,3
9,38,70,147,1,3
95,62,80,158,0,3
72,53,30,169,1,3
97,60,85,193,0,3
86,66,55,200,1,3
39,0,45,202,1,3
74,53,35,210,1,3
38,0,40,215,1,3
82,75,55,221,1,3
30,20,55,224,1,3
28,23,55,243,1,3
2,45,70,259,1,3
93,65,85,261,0,3
58,38,5,272,1,3
11,35,69,294,1,3
14,22,85,296,1,3
59,38,15,337,1,3
65,48,40,344,1,3
44,32,30,360,1,3
88,65,60,374,1,3
90,60,55,377,1,3
71,95,35,380,1,3
91,60,60,393,1,3
60,35,5,401,1,3
67,47,40,447,1,3
15,20,80,453,1,3
