Number of routes:,3
Number of unassigned:,14

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
18,15,75,4,1,3
57,40,15,36,1,3
59,38,15,38,1,3
67,47,40,41,1,3
33,8,40,44,1,3
23,28,55,72,1,3
68,45,30,101,1,3
12,25,85,119,1,3
30,20,55,141,1,3
88,65,60,142,1,3
99,55,80,154,1,3
14,22,85,166,1,3
55,42,15,187,0,3
52,25,35,197,1,3
49,28,35,200,1,3
77,88,30,213,0,3
50,26,32,214,1,3
44,32,30,221,1,3
70,95,30,234,0,3
98,58,75,244,1,3
51,25,30,244,1,3
71,95,35,275,0,3
69,45,35,279,1,3
22,28,52,291,1,3
41,35,32,304,1,3
82,75,55,312,1,3
79,87,30,313,1,3
89,63,58,330,1,3
1,45,68,342,1,3
4,42,68,354,1,3
92,67,85,358,0,3
7,40,66,368,1,3
16,20,85,387,0,3
75,45,65,405,1,3
31,10,35,409,1,3
21,30,52,410,1,3
38,0,40,412,1,3
37,2,40,435,1,3
39,0,45,444,1,3
97,60,85,446,1,3
94,65,82,462,0,3
