Number of routes:,3
Number of unassigned:,6

ID_Client,X_coor,Y_coor,Arr ,Accepted, DriverCount
55,42,15,3,1,3
18,15,75,5,1,3
33,8,40,11,1,3
11,35,69,40,1,3
62,50,35,56,1,3
59,38,15,92,1,3
73,92,30,98,1,3
63,50,40,102,1,3
50,26,32,132,1,3
65,48,40,148,1,3
34,8,45,161,1,3
37,2,40,174,1,3
42,33,32,177,1,3
96,60,80,180,1,3
66,47,35,235,1,3
56,40,5,265,1,3
47,30,35,280,1,3
92,67,85,287,1,3
78,88,35,300,0,3
15,20,80,319,1,3
54,42,10,320,1,3
14,22,85,341,0,3
49,28,35,362,1,3
2,45,70,367,1,3
74,53,35,400,1,3
100,55,85,401,1,3
32,10,40,403,0,3
95,62,80,409,1,3
82,75,55,412,1,3
86,66,55,430,1,3
68,45,30,435,1,3
43,33,35,438,1,3
